"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"08/06/2025";"0800";"14,6";"14,8";"14,6";"";"";"";"";"";"";"913,9";"914,5";"913,9";"0,0";"318,0";"0,0";"";""
"08/06/2025";"0900";"14,3";"14,6";"14,3";"";"";"";"";"";"";"914,4";"914,4";"913,8";"0,0";"319,0";"2,3";"";""
"08/06/2025";"1000";"14,1";"14,3";"14,0";"";"";"";"";"";"";"914,7";"914,7";"914,4";"0,0";"299,0";"2,3";"";""
"08/06/2025";"1100";"14,0";"14,2";"13,8";"";"";"";"";"";"";"915,3";"915,3";"914,5";"0,0";"294,0";"1,3";"45,10";""
"08/06/2025";"1200";"14,4";"14,6";"14,0";"";"";"";"";"";"";"915,9";"915,9";"915,3";"0,0";"299,0";"1,9";"259,00";""
"08/06/2025";"1300";"16,2";"16,4";"14,3";"";"";"";"";"";"";"916,3";"916,4";"915,9";"0,0";"316,0";"0,8";"1166,50";""
"08/06/2025";"1400";"16,0";"16,5";"15,5";"95,0";"";"";"15,3";"";"";"916,2";"916,5";"916,2";"0,0";"210,0";"0,5";"1238,30";""
"08/06/2025";"1500";"17,5";"17,5";"16,1";"83,0";"96,0";"82,0";"14,6";"15,8";"14,2";"915,4";"916,2";"915,4";"0,0";"305,0";"0,5";"1359,70";""
"08/06/2025";"1600";"18,8";"19,6";"17,5";"71,0";"83,0";"69,0";"13,4";"14,9";"12,7";"915,0";"915,4";"914,9";"0,0";"270,0";"3,4";"2384,20";""
"08/06/2025";"1700";"17,3";"19,0";"17,3";"82,0";"82,0";"68,0";"14,3";"14,7";"12,6";"914,2";"915,1";"914,2";"1,5";"218,0";"4,7";"1447,90";""
"08/06/2025";"1800";"16,3";"17,3";"16,1";"83,0";"87,0";"82,0";"13,5";"14,3";"13,4";"914,1";"914,3";"914,0";"0,0";"221,0";"4,7";"814,30";""
"08/06/2025";"1900";"15,1";"16,4";"15,0";"89,0";"89,0";"83,0";"13,2";"14,2";"12,9";"914,3";"914,3";"914,1";"0,0";"234,0";"3,4";"614,10";""
"08/06/2025";"2000";"14,1";"15,6";"14,0";"89,0";"90,0";"85,0";"12,2";"13,7";"12,1";"914,8";"914,8";"914,2";"0,0";"234,0";"4,0";"239,00";""
"08/06/2025";"2100";"12,3";"14,1";"12,3";"95,0";"95,0";"89,0";"11,5";"12,4";"11,5";"915,1";"915,2";"914,8";"0,0";"253,0";"2,3";"50,40";""
"08/06/2025";"2200";"11,2";"12,3";"11,2";"98,0";"98,0";"95,0";"10,9";"11,7";"10,9";"915,9";"915,9";"915,1";"0,0";"207,0";"2,3";"";""
"08/06/2025";"2300";"10,9";"11,2";"10,9";"99,0";"99,0";"98,0";"10,7";"11,0";"10,7";"916,1";"916,1";"915,8";"0,0";"205,0";"2,3";"";""
"09/06/2025";"0000";"10,6";"11,0";"10,6";"100,0";"100,0";"99,0";"10,6";"10,9";"10,6";"916,3";"916,3";"916,1";"0,0";"180,0";"1,0";"";""
"09/06/2025";"0100";"11,1";"11,1";"10,5";"100,0";"100,0";"100,0";"11,1";"11,1";"10,5";"916,4";"916,4";"916,3";"0,0";"161,0";"3,5";"";""
"09/06/2025";"0200";"11,1";"11,2";"11,1";"100,0";"100,0";"100,0";"11,1";"11,2";"11,1";"917,0";"917,0";"916,4";"0,0";"152,0";"3,6";"";""
"09/06/2025";"0300";"10,5";"11,1";"10,5";"100,0";"100,0";"100,0";"10,5";"11,1";"10,5";"916,8";"917,1";"916,8";"0,0";"131,0";"0,0";"";""
"09/06/2025";"0400";"10,4";"10,5";"10,4";"100,0";"100,0";"100,0";"10,4";"10,5";"10,4";"916,4";"916,8";"916,4";"0,0";"148,0";"5,5";"";""
"09/06/2025";"0500";"10,1";"10,4";"10,1";"100,0";"100,0";"100,0";"10,1";"10,4";"10,1";"916,4";"916,5";"916,3";"0,0";"130,0";"2,2";"";""
"09/06/2025";"0600";"9,5";"10,1";"9,5";"100,0";"100,0";"100,0";"9,5";"10,1";"9,5";"916,3";"916,4";"916,2";"0,0";"142,0";"0,0";"";""
"09/06/2025";"0700";"9,1";"9,5";"8,8";"100,0";"100,0";"100,0";"9,1";"9,5";"8,8";"916,4";"916,4";"916,2";"0,0";"157,0";"0,0";"";""
"09/06/2025";"0800";"9,3";"9,4";"9,1";"100,0";"100,0";"100,0";"9,3";"9,4";"9,1";"916,2";"916,4";"916,2";"0,0";"139,0";"3,8";"";""
"09/06/2025";"0900";"9,1";"9,3";"9,0";"100,0";"100,0";"100,0";"9,1";"9,3";"9,0";"916,7";"916,7";"916,2";"0,0";"152,0";"3,8";"";""
"09/06/2025";"1000";"9,5";"9,5";"9,1";"100,0";"100,0";"100,0";"9,5";"9,5";"9,1";"917,2";"917,2";"916,7";"0,0";"135,0";"3,7";"";""
"09/06/2025";"1100";"9,3";"9,5";"9,3";"100,0";"100,0";"100,0";"9,3";"9,5";"9,3";"917,6";"917,6";"917,2";"0,0";"146,0";"4,1";"73,10";""
"09/06/2025";"1200";"10,3";"10,3";"9,3";"100,0";"100,0";"100,0";"10,3";"10,3";"9,3";"918,0";"918,0";"917,6";"0,1";"130,0";"4,9";"361,00";""
"09/06/2025";"1300";"11,5";"11,5";"10,2";"100,0";"100,0";"99,0";"11,4";"11,4";"10,2";"918,6";"918,6";"918,0";"0,0";"148,0";"3,9";"677,30";""
"09/06/2025";"1400";"12,4";"12,8";"11,5";"92,0";"100,0";"91,0";"11,2";"12,2";"10,9";"918,4";"918,6";"918,3";"0,0";"121,0";"3,1";"1281,40";""
"09/06/2025";"1500";"12,6";"12,8";"12,3";"91,0";"93,0";"90,0";"11,1";"11,4";"10,9";"918,1";"918,4";"918,0";"0,0";"136,0";"3,3";"853,40";""
"09/06/2025";"1600";"13,2";"14,0";"12,6";"90,0";"92,0";"86,0";"11,6";"12,3";"11,2";"917,6";"918,1";"917,6";"0,1";"174,0";"3,4";"1016,30";""
"09/06/2025";"1700";"13,9";"14,4";"13,0";"86,0";"91,0";"85,0";"11,5";"12,5";"11,4";"917,2";"917,6";"917,1";"0,0";"220,0";"3,4";"919,20";""
"09/06/2025";"1800";"13,3";"14,2";"13,2";"87,0";"90,0";"84,0";"11,2";"12,2";"11,0";"917,1";"917,2";"917,1";"0,0";"207,0";"3,4";"765,40";""
"09/06/2025";"1900";"14,2";"14,2";"13,3";"83,0";"88,0";"81,0";"11,4";"11,6";"10,5";"917,1";"917,3";"917,1";"0,0";"208,0";"3,7";"669,90";""
"09/06/2025";"2000";"13,0";"14,7";"13,0";"86,0";"86,0";"77,0";"10,7";"11,7";"10,5";"917,3";"917,3";"917,0";"0,1";"218,0";"4,0";"297,80";""
"09/06/2025";"2100";"11,3";"12,9";"11,3";"96,0";"96,0";"86,0";"10,7";"11,0";"10,4";"917,9";"917,9";"917,3";"0,0";"208,0";"3,4";"54,50";""
"09/06/2025";"2200";"10,8";"11,3";"10,8";"97,0";"97,0";"96,0";"10,4";"10,6";"10,4";"918,4";"918,4";"917,9";"0,0";"186,0";"4,3";"";""
"09/06/2025";"2300";"9,7";"10,8";"9,7";"98,0";"98,0";"97,0";"9,4";"10,4";"9,4";"918,8";"918,8";"918,4";"0,0";"170,0";"4,3";"";""
"10/06/2025";"0000";"9,2";"9,7";"9,2";"99,0";"99,0";"98,0";"9,1";"9,6";"9,1";"919,2";"919,2";"918,8";"0,1";"135,0";"3,4";"";""
"10/06/2025";"0100";"9,5";"9,5";"8,7";"99,0";"100,0";"99,0";"9,3";"9,4";"8,6";"919,6";"919,6";"919,2";"0,1";"147,0";"4,2";"";""
"10/06/2025";"0200";"9,3";"9,5";"9,3";"98,0";"99,0";"98,0";"9,1";"9,3";"9,1";"919,9";"920,0";"919,5";"0,0";"142,0";"4,2";"";""
"10/06/2025";"0300";"9,0";"9,3";"9,0";"97,0";"98,0";"97,0";"8,6";"9,0";"8,6";"919,7";"919,9";"919,7";"0,0";"128,0";"2,2";"";""
"10/06/2025";"0400";"7,9";"9,0";"7,9";"98,0";"98,0";"97,0";"7,7";"8,7";"7,6";"919,1";"919,7";"919,1";"0,0";"136,0";"0,0";"";""
"10/06/2025";"0500";"7,8";"7,9";"7,6";"100,0";"100,0";"98,0";"7,7";"7,8";"7,3";"918,8";"919,2";"918,8";"0,0";"136,0";"0,0";"";""
"10/06/2025";"0600";"7,5";"7,8";"7,5";"100,0";"100,0";"100,0";"7,4";"7,8";"7,4";"918,4";"918,8";"918,3";"0,0";"129,0";"5,2";"";""
"10/06/2025";"0700";"6,8";"7,5";"6,8";"100,0";"100,0";"100,0";"6,8";"7,4";"6,8";"918,3";"918,4";"918,1";"0,0";"134,0";"0,0";"";""
"10/06/2025";"0800";"7,6";"7,6";"6,3";"100,0";"100,0";"100,0";"7,6";"7,6";"6,3";"918,5";"918,5";"918,3";"0,0";"122,0";"0,0";"";""
"10/06/2025";"0900";"7,4";"7,6";"7,4";"100,0";"100,0";"100,0";"7,4";"7,6";"7,4";"918,7";"918,7";"918,3";"0,0";"112,0";"6,9";"";""
"10/06/2025";"1000";"7,0";"7,4";"7,0";"100,0";"100,0";"100,0";"7,0";"7,4";"7,0";"919,3";"919,3";"918,6";"0,0";"116,0";"4,8";"";""
"10/06/2025";"1100";"6,5";"7,0";"6,5";"100,0";"100,0";"100,0";"6,5";"7,0";"6,5";"919,9";"919,9";"919,3";"0,1";"127,0";"5,0";"51,30";""
"10/06/2025";"1200";"6,9";"6,9";"6,4";"100,0";"100,0";"100,0";"6,9";"6,9";"6,4";"920,6";"920,6";"919,9";"0,1";"124,0";"5,0";"386,00";""
"10/06/2025";"1300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"1400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"1500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"1600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"1700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"1800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"1900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"2000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"2100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"2200";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10/06/2025";"2300";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
